resource,description,development-policy,development-policy-categories,end-date,entry-date,geographies,name,notes,organisation,start-date,slug
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,avdlp-RA32,area/location-specific-policy;employment,,2020-12-21,E07000004,"Employment at the Royal Ordnance site, Westcott",,local-authority-eng:BUC,2004-01-01,/development-policy/local-authority-eng/BUC/avdlp-RA32
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,avdlp-RA33,area/location-specific-policy,,2020-12-21,E07000004,Westcott Sports and Social Club,,local-authority-eng:BUC,2004-01-01,/development-policy/local-authority-eng/BUC/avdlp-RA33
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,avdlp-RA34,area/location-specific-policy,,2020-12-21,E07000004,Development of Newton Longville Brickworks,,local-authority-eng:BUC,2004-01-01,/development-policy/local-authority-eng/BUC/avdlp-RA34
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,avdlp-RA35,area/location-specific-policy,,2020-12-21,E07000004,Safeguarded road corridor at Newton Longville Brickworks,,local-authority-eng:BUC,2004-01-01,/development-policy/local-authority-eng/BUC/avdlp-RA35
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,avdlp-RA36,highways;transport,,2020-12-21,E07000004,Development causing traffic adversely affecting rural roads,,local-authority-eng:BUC,2004-01-01,/development-policy/local-authority-eng/BUC/avdlp-RA36
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,avdlp-RA37,highways,,2020-12-21,E07000004,New accesses to inter-urban A-class or Trunk Roads,,local-authority-eng:BUC,2004-01-01,/development-policy/local-authority-eng/BUC/avdlp-RA37
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-S1,development-management,,2020-12-21,E07000004,Sustainable development for Aylesbury Vale,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-S1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-S2,strategic-policy,,2020-12-21,E07000004,Spatial strategy for growth,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-S2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-S3,strategic-policy,,2020-12-21,E07000004,Settlement hierarchy and cohesive development,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-S3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-S4,green-belt;strategic-policy,,2020-12-21,GIS - Green Belt,Green Belt,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-S4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-S5,infrastructure;strategic-policy,,2020-12-21,E07000004,Infrastructure,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-S5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-S6,gypsy-and-travellers;strategic-policy,,2020-12-21,E07000004,"Gypsy, Traveller and Travelling Showpeople provision",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-S6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-S7,strategic-policy,,2020-12-21,E07000004,Previously developed land,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-S7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-S8,strategic-policy,,2020-12-21,E07000004,Neighbourhood plans,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-S8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-S9,monitoring;strategic-policy,,2020-12-21,E07000004,Monitoring and review,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-S9
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1,area/location-specific-policy,,2020-12-21,E07000004,Delivering Aylesbury Garden Town,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AGT1,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,South Aylesbury,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AGT1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AGT2,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,South west Aylesbury,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AGT2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AGT3,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Aylesbury north of A41,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AGT3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AGT4,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Aylesbury south of A41,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AGT4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AGT5,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Berryfields,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AGT5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AGT6,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Kingsbrook,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AGT6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AYL032,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Ardenham Lane, Aylesbury",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AYL032
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AYL073,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land at Thame Road/Leach Road, Aylesbury",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AYL073
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AYL052,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"PO Sorting Office, Cambridge Street, Aylesbury",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AYL052
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AYL059,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land at junction of Buckingham Street and New Street, Aylesbury",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AYL059
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AYL077,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Oaklands Hostel, 3 Bierton Rd, Aylesbury",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AYL077
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AYL063,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Hampden House, Aylesbury",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AYL063
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AYL068,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land north of Manor Hospital, Bierton Rd, Aylesbury",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AYL068
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-AYL115,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Rabans Lane, Aylesbury",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-AYL115
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D1-NLV001,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Salden Chase,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D1-NLV001
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D2,development-management,,2020-12-21,E07000004,"Proposals for non-allocated sites at strategic settlements, larger villages and medium villages",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-BUC043,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land west of AVDLP allocation BU1 Moreton Road, Buckingham",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-BUC043
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-BUC051,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"West Buckingham, land bound by Brackley Road and the River Great Ouse",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-BUC051
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-BUC046,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Land off Osier Way (south of A421 and east of Gawcott Road),,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-BUC046
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-HAD007,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Land north of Rosemary Lane,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-HAD007
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-HAL003,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,RAF Halton,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-HAL003
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-WIN001,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land to east of B4033, Great Horwood Road",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-WIN001
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-SCD003,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Land at Queen Catherine Road,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-SCD003
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-SCD008,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land at Molly’s Folly/Molly’s Field, west of Addison Road",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-SCD008
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-STO008,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land south of Creslow Way, Stone",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-STO008
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-WHI009,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Holt’s Field, Whitchurch",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-WHI009
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-CDN001,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Land north of Aylesbury Road and rear of Great Stone House,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-CDN001
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-CDN003,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Dadbrook Farm,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-CDN003
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-ICK004,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Land off Turnfields,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-ICK004
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-MMO006,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Land east of Walnut Drive and west of Foscote Road,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-MMO006
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-MGB003,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,Leopold Farm and area to the west,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-MGB003
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-NLV005,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land south of Whaddon Road and west of Lower Rd, Newton Longville",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-NLV005
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-QUA001,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land south west of 62 Station Road, Quainton",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-QUA001
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D-QUA0014-016,area/location-specific-policy;allocated-sites,,2020-12-21,E07000004,"Land adjacent to Station Road, Quainton",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D-QUA0014-016
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D3,housing;area/location-specific-policy,,2020-12-21,E07000004,Housing development at smaller villages,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D4,housing;area/location-specific-policy,,2020-12-21,E07000004,Housing at other settlements,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D5,employment,,2020-12-21,E07000004,Provision of employment land,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D6,community-facilities;town-centres,,2020-12-21,E07000004,"Town, village and local centres to support new and existing communities",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D7,area/location-specific-policy;town-centres,,2020-12-21,E07000004,Town centre redevelopment,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D8,area/location-specific-policy;town-centres,,2020-12-21,E07000004,Aylesbury town centre,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D9,area/location-specific-policy;housing,,2020-12-21,E07000004,Housing in Aylesbury town centre,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D9
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-D10,gypsy-and-travellers,,2020-12-21,E07000004,"Gypsy, Traveller and Travelling Showpeople sites",,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-D10
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-H1,affordable-housing,,2020-12-21,E07000004,Affordable housing,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-H1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-H2,affordable-housing,,2020-12-21,E07000004,Rural exception sites,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-H2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-H3,specialised-housing,,2020-12-21,E07000004,Rural workers dwellings,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-H3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-H4,housing;area/location-specific-policy,,2020-12-21,E07000004,Replacement dwellings in the countryside,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-H4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-H5,specialised-housing,,2020-12-21,E07000004,Self/custom build housing,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-H5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-H6,housing-mix,,2020-12-21,E07000004,Housing mix,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-H6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-H7,development-management,,2020-12-21,E07000004,Dwelling sizes,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-H7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E1,employment,,2020-12-21,E07000004,Protection of key employment sites,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E1
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E2,development-management,,2020-12-21,E07000004,Other employment sites,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E2
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E3,development-management;employment,,2020-12-21,E07000004,Ancillary uses on employment land,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E3
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E4,development-management,,2020-12-21,E07000004,Working at home,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E4
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E5,development-management,,2020-12-21,E07000004,Development outside town centres,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E5
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E6,development-management;retail,,2020-12-21,E07000004,Shop and business frontages,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E6
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E7,development-management;tourism,,2020-12-21,E07000004,Tourism development,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E7
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E8,development-management;tourism,,2020-12-21,E07000004,Tourist accommodation,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E8
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E9,development-management,,2020-12-21,E07000004,Agricultural development,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E9
3dc2158d76387bd9d4434418a22dbca9c3066362f7e67612da1d42f97e1045d5,,valp-E10,area/location-specific-policy,,2020-12-21,E07000004,Silverstone Circuit,,local-authority-eng:BUC,,/development-policy/local-authority-eng/BUC/valp-E10
